filename,label_text
sentence_1_aug00.wav,The wolf rests on the mat
sentence_1_aug01.wav,The wolf rests on the mat
sentence_1_aug02.wav,The wolf rests on the mat
sentence_1_aug03.wav,The wolf rests on the mat
sentence_1_aug04.wav,The wolf rests on the mat
sentence_1_aug05.wav,The wolf rests on the mat
sentence_2_aug00.wav,The wolf hides in the park
sentence_2_aug01.wav,The wolf hides in the park
sentence_2_aug02.wav,The wolf hides in the park
sentence_2_aug03.wav,The wolf hides in the park
sentence_2_aug04.wav,The wolf hides in the park
sentence_2_aug05.wav,The wolf hides in the park
sentence_3_aug00.wav,The wolf sits on the mat
sentence_3_aug01.wav,The wolf sits on the mat
sentence_3_aug02.wav,The wolf sits on the mat
sentence_3_aug03.wav,The wolf sits on the mat
sentence_3_aug04.wav,The wolf sits on the mat
sentence_3_aug05.wav,The wolf sits on the mat
sentence_4_aug00.wav,The rabbit rests by the tree
sentence_4_aug01.wav,The rabbit rests by the tree
sentence_4_aug02.wav,The rabbit rests by the tree
sentence_4_aug03.wav,The rabbit rests by the tree
sentence_4_aug04.wav,The rabbit rests by the tree
sentence_4_aug05.wav,The rabbit rests by the tree
sentence_5_aug00.wav,Clouds falls through the trees
sentence_5_aug01.wav,Clouds falls through the trees
sentence_5_aug02.wav,Clouds falls through the trees
sentence_5_aug03.wav,Clouds falls through the trees
sentence_5_aug04.wav,Clouds falls through the trees
sentence_5_aug05.wav,Clouds falls through the trees
sentence_6_aug00.wav,The dog rests in the park
sentence_6_aug01.wav,The dog rests in the park
sentence_6_aug02.wav,The dog rests in the park
sentence_6_aug03.wav,The dog rests in the park
sentence_6_aug04.wav,The dog rests in the park
sentence_6_aug05.wav,The dog rests in the park
sentence_7_aug00.wav,The teacher teaches the students
sentence_7_aug01.wav,The teacher teaches the students
sentence_7_aug02.wav,The teacher teaches the students
sentence_7_aug03.wav,The teacher teaches the students
sentence_7_aug04.wav,The teacher teaches the students
sentence_7_aug05.wav,The teacher teaches the students
sentence_8_aug00.wav,I see two books
sentence_8_aug01.wav,I see two books
sentence_8_aug02.wav,I see two books
sentence_8_aug03.wav,I see two books
sentence_8_aug04.wav,I see two books
sentence_8_aug05.wav,I see two books
sentence_9_aug00.wav,The teacher makes the students
sentence_9_aug01.wav,The teacher makes the students
sentence_9_aug02.wav,The teacher makes the students
sentence_9_aug03.wav,The teacher makes the students
sentence_9_aug04.wav,The teacher makes the students
sentence_9_aug05.wav,The teacher makes the students
sentence_10_aug00.wav,The horse rests by the tree
sentence_10_aug01.wav,The horse rests by the tree
sentence_10_aug02.wav,The horse rests by the tree
sentence_10_aug03.wav,The horse rests by the tree
sentence_10_aug04.wav,The horse rests by the tree
sentence_10_aug05.wav,The horse rests by the tree
sentence_11_aug00.wav,The cat sits in the park
sentence_11_aug01.wav,The cat sits in the park
sentence_11_aug02.wav,The cat sits in the park
sentence_11_aug03.wav,The cat sits in the park
sentence_11_aug04.wav,The cat sits in the park
sentence_11_aug05.wav,The cat sits in the park
sentence_12_aug00.wav,A deer rests in the park
sentence_12_aug01.wav,A deer rests in the park
sentence_12_aug02.wav,A deer rests in the park
sentence_12_aug03.wav,A deer rests in the park
sentence_12_aug04.wav,A deer rests in the park
sentence_12_aug05.wav,A deer rests in the park
sentence_13_aug00.wav,A mouse sleeps by the tree
sentence_13_aug01.wav,A mouse sleeps by the tree
sentence_13_aug02.wav,A mouse sleeps by the tree
sentence_13_aug03.wav,A mouse sleeps by the tree
sentence_13_aug04.wav,A mouse sleeps by the tree
sentence_13_aug05.wav,A mouse sleeps by the tree
sentence_14_aug00.wav,A deer sits by the tree
sentence_14_aug01.wav,A deer sits by the tree
sentence_14_aug02.wav,A deer sits by the tree
sentence_14_aug03.wav,A deer sits by the tree
sentence_14_aug04.wav,A deer sits by the tree
sentence_14_aug05.wav,A deer sits by the tree
sentence_15_aug00.wav,When is it today
sentence_15_aug01.wav,When is it today
sentence_15_aug02.wav,When is it today
sentence_15_aug03.wav,When is it today
sentence_15_aug04.wav,When is it today
sentence_15_aug05.wav,When is it today
sentence_16_aug00.wav,The fox rests on the mat
sentence_16_aug01.wav,The fox rests on the mat
sentence_16_aug02.wav,The fox rests on the mat
sentence_16_aug03.wav,The fox rests on the mat
sentence_16_aug04.wav,The fox rests on the mat
sentence_16_aug05.wav,The fox rests on the mat
sentence_17_aug00.wav,The rabbit hides by the tree
sentence_17_aug01.wav,The rabbit hides by the tree
sentence_17_aug02.wav,The rabbit hides by the tree
sentence_17_aug03.wav,The rabbit hides by the tree
sentence_17_aug04.wav,The rabbit hides by the tree
sentence_17_aug05.wav,The rabbit hides by the tree
sentence_18_aug00.wav,The dog sits on the mat
sentence_18_aug01.wav,The dog sits on the mat
sentence_18_aug02.wav,The dog sits on the mat
sentence_18_aug03.wav,The dog sits on the mat
sentence_18_aug04.wav,The dog sits on the mat
sentence_18_aug05.wav,The dog sits on the mat
sentence_19_aug00.wav,The dog sleeps on the mat
sentence_19_aug01.wav,The dog sleeps on the mat
sentence_19_aug02.wav,The dog sleeps on the mat
sentence_19_aug03.wav,The dog sleeps on the mat
sentence_19_aug04.wav,The dog sleeps on the mat
sentence_19_aug05.wav,The dog sleeps on the mat
sentence_20_aug00.wav,Where did you go now
sentence_20_aug01.wav,Where did you go now
sentence_20_aug02.wav,Where did you go now
sentence_20_aug03.wav,Where did you go now
sentence_20_aug04.wav,Where did you go now
sentence_20_aug05.wav,Where did you go now
sentence_21_aug00.wav,The baker teaches the students
sentence_21_aug01.wav,The baker teaches the students
sentence_21_aug02.wav,The baker teaches the students
sentence_21_aug03.wav,The baker teaches the students
sentence_21_aug04.wav,The baker teaches the students
sentence_21_aug05.wav,The baker teaches the students
sentence_22_aug00.wav,The wolf hides on the mat
sentence_22_aug01.wav,The wolf hides on the mat
sentence_22_aug02.wav,The wolf hides on the mat
sentence_22_aug03.wav,The wolf hides on the mat
sentence_22_aug04.wav,The wolf hides on the mat
sentence_22_aug05.wav,The wolf hides on the mat
sentence_23_aug00.wav,A deer sits in the park
sentence_23_aug01.wav,A deer sits in the park
sentence_23_aug02.wav,A deer sits in the park
sentence_23_aug03.wav,A deer sits in the park
sentence_23_aug04.wav,A deer sits in the park
sentence_23_aug05.wav,A deer sits in the park
sentence_24_aug00.wav,The child runs quickly
sentence_24_aug01.wav,The child runs quickly
sentence_24_aug02.wav,The child runs quickly
sentence_24_aug03.wav,The child runs quickly
sentence_24_aug04.wav,The child runs quickly
sentence_24_aug05.wav,The child runs quickly
sentence_25_aug00.wav,The boy runs slowly
sentence_25_aug01.wav,The boy runs slowly
sentence_25_aug02.wav,The boy runs slowly
sentence_25_aug03.wav,The boy runs slowly
sentence_25_aug04.wav,The boy runs slowly
sentence_25_aug05.wav,The boy runs slowly
sentence_26_aug00.wav,The child walks slowly
sentence_26_aug01.wav,The child walks slowly
sentence_26_aug02.wav,The child walks slowly
sentence_26_aug03.wav,The child walks slowly
sentence_26_aug04.wav,The child walks slowly
sentence_26_aug05.wav,The child walks slowly
sentence_27_aug00.wav,The moon blows through the trees
sentence_27_aug01.wav,The moon blows through the trees
sentence_27_aug02.wav,The moon blows through the trees
sentence_27_aug03.wav,The moon blows through the trees
sentence_27_aug04.wav,The moon blows through the trees
sentence_27_aug05.wav,The moon blows through the trees
sentence_28_aug00.wav,The cat rests on the mat
sentence_28_aug01.wav,The cat rests on the mat
sentence_28_aug02.wav,The cat rests on the mat
sentence_28_aug03.wav,The cat rests on the mat
sentence_28_aug04.wav,The cat rests on the mat
sentence_28_aug05.wav,The cat rests on the mat
sentence_29_aug00.wav,A bird hides by the tree
sentence_29_aug01.wav,A bird hides by the tree
sentence_29_aug02.wav,A bird hides by the tree
sentence_29_aug03.wav,A bird hides by the tree
sentence_29_aug04.wav,A bird hides by the tree
sentence_29_aug05.wav,A bird hides by the tree
sentence_30_aug00.wav,A mouse sleeps on the mat
sentence_30_aug01.wav,A mouse sleeps on the mat
sentence_30_aug02.wav,A mouse sleeps on the mat
sentence_30_aug03.wav,A mouse sleeps on the mat
sentence_30_aug04.wav,A mouse sleeps on the mat
sentence_30_aug05.wav,A mouse sleeps on the mat
sentence_31_aug00.wav,She moves slowly
sentence_31_aug01.wav,She moves slowly
sentence_31_aug02.wav,She moves slowly
sentence_31_aug03.wav,She moves slowly
sentence_31_aug04.wav,She moves slowly
sentence_31_aug05.wav,She moves slowly
sentence_32_aug00.wav,Wait a moment
sentence_32_aug01.wav,Wait a moment
sentence_32_aug02.wav,Wait a moment
sentence_32_aug03.wav,Wait a moment
sentence_32_aug04.wav,Wait a moment
sentence_32_aug05.wav,Wait a moment
sentence_33_aug00.wav,The rabbit rests in the park
sentence_33_aug01.wav,The rabbit rests in the park
sentence_33_aug02.wav,The rabbit rests in the park
sentence_33_aug03.wav,The rabbit rests in the park
sentence_33_aug04.wav,The rabbit rests in the park
sentence_33_aug05.wav,The rabbit rests in the park
sentence_34_aug00.wav,The cat sleeps in the park
sentence_34_aug01.wav,The cat sleeps in the park
sentence_34_aug02.wav,The cat sleeps in the park
