filename,label_text
sentence_1.mp3,The wolf rests on the mat
sentence_2.mp3,The wolf hides in the park
sentence_3.mp3,The wolf sits on the mat
sentence_4.mp3,The rabbit rests by the tree
sentence_5.mp3,Clouds falls through the trees
sentence_6.mp3,The dog rests in the park
sentence_7.mp3,The teacher teaches the students
sentence_8.mp3,I see two books
sentence_9.mp3,The teacher makes the students
sentence_10.mp3,The horse rests by the tree
sentence_11.mp3,The cat sits in the park
sentence_12.mp3,A deer rests in the park
sentence_13.mp3,A mouse sleeps by the tree
sentence_14.mp3,A deer sits by the tree
sentence_15.mp3,When is it today
sentence_16.mp3,The fox rests on the mat
sentence_17.mp3,The rabbit hides by the tree
sentence_18.mp3,The dog sits on the mat
sentence_19.mp3,The dog sleeps on the mat
sentence_20.mp3,Where did you go now
sentence_21.mp3,The baker teaches the students
sentence_22.mp3,The wolf hides on the mat
sentence_23.mp3,A deer sits in the park
sentence_24.mp3,The child runs quickly
sentence_25.mp3,The boy runs slowly
sentence_26.mp3,The child walks slowly
sentence_27.mp3,The moon blows through the trees
sentence_28.mp3,The cat rests on the mat
sentence_29.mp3,A bird hides by the tree
sentence_30.mp3,A mouse sleeps on the mat
sentence_31.mp3,She moves slowly
sentence_32.mp3,Wait a moment
sentence_33.mp3,The rabbit rests in the park
sentence_34.mp3,The cat sleeps in the park
sentence_35.mp3,The boy moves quickly
sentence_36.mp3,How is it now
sentence_37.mp3,The fox rests by the tree
sentence_38.mp3,The horse hides on the mat
sentence_39.mp3,The rain blows on the ground
sentence_40.mp3,The wolf sleeps on the mat
sentence_41.mp3,We leave at six
sentence_42.mp3,The fox hides on the mat
sentence_43.mp3,A squirrel sits in the park
sentence_44.mp3,Lightning blows through the trees
sentence_45.mp3,A bird sleeps in the park
sentence_46.mp3,The cat sits by the tree
sentence_47.mp3,Who did you go now
sentence_48.mp3,The rabbit sleeps on the mat
sentence_49.mp3,There are three books
sentence_50.mp3,The moon falls through the trees
sentence_51.mp3,The farmer makes the people
sentence_52.mp3,A squirrel rests by the tree
sentence_53.mp3,The driver teaches the people
sentence_54.mp3,A bear sleeps by the tree
sentence_55.mp3,She leave at seven
sentence_56.mp3,A mouse sits in the park
sentence_57.mp3,He arrive at seven
sentence_58.mp3,A bird hides on the mat
sentence_59.mp3,That sounds good
sentence_60.mp3,I see three birds
sentence_61.mp3,A squirrel hides on the mat
sentence_62.mp3,Good morning
sentence_63.mp3,Thunder falls through the trees
sentence_64.mp3,A bear rests in the park
sentence_65.mp3,A squirrel hides in the park
sentence_66.mp3,A mouse rests in the park
sentence_67.mp3,We have four birds
sentence_68.mp3,The horse sleeps on the mat
sentence_69.mp3,The farmer makes the students
sentence_70.mp3,A squirrel sleeps in the park
sentence_71.mp3,They leave at seven
sentence_93.mp3,Of course you can
