filename,label_text
sentence_1.wav,We runs carefully
sentence_2.wav,The writer teaches a plan
sentence_3.wav,Why is it today
sentence_4.wav,The fox sleeps under the bush
sentence_5.wav,A bird sits on the mat
sentence_6.wav,The player helps the students
sentence_7.wav,I runs quickly
sentence_8.wav,The player teaches a plan
sentence_9.wav,The writer helps the people
sentence_10.wav,She should go now
sentence_11.wav,The rabbit sleeps by the tree
sentence_12.wav,The fox hides in the park
sentence_13.wav,She counted four chairs
sentence_14.wav,They found one birds
sentence_15.wav,A mouse rests by the tree
sentence_16.wav,They walks quickly
sentence_17.wav,The worker teaches a plan
sentence_18.wav,The wolf rests under the bush
sentence_19.wav,A deer sleeps under the bush
sentence_20.wav,The woman walks quickly
sentence_21.wav,The painter teaches the students
sentence_22.wav,The owl rests on the mat
sentence_23.wav,Take the window
sentence_24.wav,She moves quickly
sentence_25.wav,A bear hides in the park
sentence_26.wav,The wind blows through the trees
sentence_27.wav,A bird hides in the park
sentence_28.wav,The owl sits by the tree
sentence_29.wav,The farmer teaches a plan
sentence_30.wav,The rabbit sleeps under the bush
sentence_31.wav,I start at six
sentence_32.wav,The wolf sits on the mat
sentence_33.wav,The builder makes the people
sentence_34.wav,What did you go now
sentence_35.wav,I see two birds
sentence_36.wav,My friend moves carefully
sentence_37.wav,The rabbit rests by the tree
sentence_38.wav,Show your book
sentence_39.wav,Our book is very old
sentence_40.wav,The child's car is very old
sentence_41.wav,The horse rests under the bush
sentence_42.wav,A bird sleeps by the tree
sentence_43.wav,Tell me more
sentence_44.wav,Clouds shines on the ground
sentence_45.wav,The singer teaches a plan
sentence_46.wav,The dog sleeps in the park
sentence_47.wav,The storm blows on the ground
sentence_48.wav,The wolf sits by the tree
sentence_49.wav,The builder makes a plan
sentence_50.wav,You can go now
sentence_51.wav,A bear rests in the park
sentence_52.wav,She counted four birds
sentence_53.wav,Open your book
sentence_54.wav,We have two birds
sentence_55.wav,The girl runs slowly
sentence_56.wav,The owl sleeps under the bush
sentence_57.wav,They found four books
sentence_58.wav,She counted two birds
sentence_59.wav,The singer makes the students
sentence_60.wav,I moves carefully
sentence_61.wav,The baker makes a plan
sentence_62.wav,We moves slowly
sentence_63.wav,The writer makes the people
sentence_64.wav,Lightning shines on the ground
sentence_65.wav,Our house is on the table
sentence_66.wav,Take the door
sentence_67.wav,A squirrel hides in the park
sentence_68.wav,He can do this
sentence_69.wav,His car is very old
sentence_70.wav,The wind falls through the trees
sentence_71.wav,They found three books
sentence_72.wav,My car is very old
sentence_73.wav,Why did you go today
sentence_74.wav,The fox sits on the mat
sentence_75.wav,He can go now
sentence_76.wav,A squirrel sleeps by the tree
sentence_77.wav,My friends start at noon
sentence_78.wav,The teacher helps a plan
sentence_79.wav,They found three birds
sentence_80.wav,They could go now
sentence_81.wav,She should do this
sentence_82.wav,Thunder shines on the ground
sentence_83.wav,Good night
sentence_84.wav,The man walks slowly
sentence_85.wav,Keep the window
sentence_86.wav,We have five birds
